precipitation,temp_max,temp_min,wind,weather,city
4.3,15.0,9.4,4.3,rain,Houston
18.8,12.2,6.1,2.2,rain,Houston
0.0,14.4,4.4,2.3,sun,Houston
0.0,16.1,3.3,1.9,fog,Houston
0.5,13.9,5.0,2.5,rain,Houston
6.9,14.4,8.3,6.1,sun,Houston
8.1,16.7,4.4,3.0,sun,Houston
27.7,10.6,4.4,3.8,rain,Houston
0.3,10.0,2.8,3.2,sun,Houston
0.0,10.0,3.3,1.6,sun,Houston
0.5,11.1,3.3,5.1,rain,Houston
0.0,11.1,1.7,3.0,rain,Houston
0.0,10.6,2.8,3.8,rain,Houston
0.0,11.1,1.1,1.8,rain,Houston
0.0,12.8,4.4,3.3,sun,Houston
0.0,18.9,2.8,2.2,rain,Houston
4.1,13.9,6.7,4.4,sun,Houston
3.6,11.1,5.6,2.4,sun,Houston
0.3,12.2,6.7,2.8,rain,Houston
22.1,11.7,7.2,3.9,sun,Houston
14.0,11.7,7.2,5.1,sun,Houston
0.0,11.1,5.0,5.1,sun,Houston
0.0,15.6,2.2,3.8,fog,Houston
0.0,14.4,6.7,2.8,sun,Houston
0.0,14.4,5.6,4.2,snow,Houston
2.5,13.3,6.1,3.9,sun,Houston
0.0,12.8,6.1,4.7,sun,Houston
4.6,11.7,7.8,4.3,rain,Houston
0.0,13.9,8.3,2.6,rain,Houston
0.0,21.1,9.4,2.5,sun,Houston
4.6,15.6,8.3,4.2,sun,Houston
0.0,14.4,6.7,2.9,sun,Houston
0.0,15.0,6.7,3.6,fog,Houston
0.0,17.2,5.0,2.8,drizzle,Houston
0.0,16.1,7.8,4.4,sun,Houston
0.0,20.6,5.6,3.1,rain,Houston
0.0,20.0,5.6,2.6,rain,Houston
0.5,14.4,7.8,4.0,rain,Houston
10.9,11.1,8.9,4.6,drizzle,Houston
18.5,11.7,7.2,4.7,drizzle,Houston
0.0,14.4,5.6,3.8,sun,Houston
